conv_id,turn_id,text
3THR0FZ96U6W0Y0D9XBW8NWXKBALOY_3O2Y2UIUDV7RAF52PUG56TA43AEFK3,13,"Question 1: What is Rotavirus?
Answer 1: It is a genus of double-stranded RNA viruses in the family ""Reoviridae"".
Topic: Rotavirus (Introduction)

Question 2: What are some of its symptoms?
Answer 2: Nausea, vomiting, watery diarrhoea and low-grade fever.
Topic: Rotavirus (Signs and symptoms.)

Question 3: Is it treatable?
Answer 3: Yes, through the management of symptoms and dehydration.
Topic: Rotavirus (Treatment and prognosis.)

Question 4: How can you manage dehydration?
Answer 4: Through the use of oral rehydration solution (ORS).
Topic: Management of dehydration (Introduction)

Question 5: What happens when it gets severe?
Answer 5: The person may become lethargic or unconscious.
Topic: Management of dehydration (Severe dehydration.)

Question 6: How to prepare yourself for it?
Answer 6: Most important is rehydration, with supplemental amounts of zinc and potassium.
Topic: Management of dehydration (Preparation.)

Question 7: What are the other causes of the first symptom you mentioned earlier?
Answer 7: Gastrointestinal infections and food poisoning.
Topic: Nausea (Causes.)

"
3RSBJ6YZFH3A06QHNM8YDARDN7LFO4_3BCRDCM0PI7VRMCRO1D1CNXRA38K6M,13,"Question 1: Who is Albert Ball?
Answer 1: Fighter pilot
Topic: Albert Ball (Introduction)

Question 2: Where was he born?
Answer 2: Nottingham
Topic: Albert Ball (Introduction)

Question 3: Did he fight in any war or battle?
Answer 3: First World War
Topic: Albert Ball (Initial war service.)

Question 4: Can you name any of the aircrafts that he flew?
Answer 4: Royal Aircraft Factory B.E.2c
Topic: Albert Ball (Military flight training and reconnaissance work.)

Question 5: Please describe the aircraft to me
Answer 5:  A British single-engine tractor two-seat biplane designed and developed at the Royal Aircraft Factory.
Topic: Royal Aircraft Factory B.E.2 (Introduction)

Question 6: What kind of guns did it have?
Answer 6: Lewis gun
Topic: Royal Aircraft Factory B.E.2 (Night fighter.)

Question 7: Which type of bullets were used for the gun?
Answer 7: Round
Topic: Lewis gun (Design details.)

"
3BAWBGQGYL55NO4AB2PN0CLJ4U8V79_3QQUBC64ZEKMUY1SRO7UKU4UKKLXNP,19,"Question 1: where are cranial nerves 1 and 2 located
Answer 1: In the cerebrum
Topic: Cranial nerves (Introduction)

Question 2: What is its anatomy?
Answer 2: The cerebrum is the largest part of the brain; The cerebrum consists of two C-shaped cerebral hemispheres, separated  by a longitudinal fissure.
Topic: Cerebrum (Structure.)

Question 3: What are its main function?
Answer 3: It functions as the center of sensory perception, memory, thoughts and judgement; the cerebrum also functions as the center of voluntary motor activities.
Topic: Cerebrum (Functions.)

Question 4: How are there named?
Answer 4: The cerebral cortex, Cerebral hemispheres
Topic: Cerebrum (Cerebral cortex.)

Question 5: Are they named based on their functions?
Answer 5: Yes -  the right celebral hemisphere controls and processes signals from the left side of the body, while the left celebral hemisphere controls and processes signals from the right side of the body. 
Topic: Cerebrum (Cerebral hemispheres.)

Question 6: What are the functions nerves 1 and 2 (mentioned in the beginning)?
Answer 6: The olfactory nerves (I) transmit nerve impulses about odors to the central nervous system.  The optic nerves (II) transmits visual information from the retina to the brain.
Topic: Olfactory nerve (Function.)

Question 7: What are the other nerves that perform other functions?
Answer 7: The oculomotor nerve (III), trochlear nerve (IV) and abducens nerve (VI) coordinate eye movement. The trigeminal nerve (V) provide sensation to the skin of the face and also controls the muscles of chewing. The facial nerve (VII) controls most muscles of facial expression etc
Topic: Cranial nerves (Eye movement (III, IV, VI).)

Question 8: What are the neuroanatomy involved in eye movement?
Answer 8: The oculomotor nerve, which controls the majority of the muscles, the trochlear nerve, which controls the superior oblique muscle, and the abducens nerve, which controls the lateral rectus muscle.
Topic: Eye movement (Neuroanatomy.)

Question 9: What are saccades?
Answer 9: Saccades are the rapid movement of eyes that is used while scanning a visual scene.
Topic: Eye movement (Saccades.)

Question 10: What are the other parts the central nervous system consists of?
Answer 10: The CNS also includes the retina and the optic nerve (cranial nerve II), as well as the olfactory nerves (cranial nerve I) and olfactory epithelium as parts of the CNS
Topic: Central nervous system (Introduction)

"
3QXFBUZ4ZKMO32QBZFJCA3WTQS6GU1_3CZH926SICKR2Q05EE26XWDNEZ3E4V,13,"Question 1: where is black mirror season 4 crocodile filmed
Answer 1: Iceland
Topic: Crocodile (Black Mirror) (Introduction)

Question 2: Who all starred in this episode?
Answer 2: Andrea Riseborough, Andrew Gower, Kiran Sonia Sawar, to name a few.
Topic: Crocodile (Black Mirror) (Introduction)

Question 3: Which characters were they portraying?
Answer 3: Mia, Rob and Shazia respectively.
Topic: Crocodile (Black Mirror) (Introduction)

Question 4: Which genre does the episode fall under?
Answer 4: Anthology
Topic: Crocodile (Black Mirror) (Introduction)

Question 5: What is the capital of the aforementioned country?
Answer 5: Reykjavík
Topic: Iceland (Introduction)

Question 6: Can you name some famous authors hailing from this country?
Answer 6: Jónas Hallgrímsson and Halldór Laxness
Topic: Iceland (Literature.)

Question 7: What is the latter writer best known for?
Answer 7: He was the winner of the 1955 Nobel Prize in Literature.
Topic: Halldór Laxness (Introduction)

"
3J5XXLQDHMHNM53N9QMXNV930YR3VU_3UXQ63NLAASPTVV6AFZXI59DXS2BLA,19,"Question 1: when does it usually snow in north carolina
Answer 1: In winter
Topic: Climate of North Carolina (Winter.)

Question 2: Where is this place?
Answer 2: It is in the southeastern region of the United States.
Topic: North Carolina (Introduction)

Question 3: How is the weather here during summer?
Answer 3: It experiences high summer temperatures; sometimes, cool, dry air from the north will invade North Carolina for brief periods of time, with temperatures quickly rebounding
Topic: Climate of North Carolina (Summer.)

Question 4: Did Europeans settle in the aforesaid country?
Answer 4: Yes, the Spanish and the English
Topic: North Carolina (Colonial period and Revolutionary War.)

Question 5: When did they come?
Answer 5: The Spanish in the 16th century, and the English around 1655.
Topic: North Carolina (Colonial period and Revolutionary War.)

Question 6: What are some wild animals found here?
Answer 6: UNANSWERABLE
Topic: 

Question 7: Which wars did it take part in?
Answer 7: Several, including World War I and II.
Topic: United States (World War I, Great Depression, and World War II.)

Question 8: What was its role during the first mentioned war?
Answer 8: Remained neutral from the outbreak of World War I in 1914 until 1917, when it joined the war as an ""associated power"" alongside the formal Allies of World War I, helping to turn the tide against the Central Powers.
Topic: United States (World War I, Great Depression, and World War II.)

Question 9: How is its relation with the foreign nations?
Answer 9: It is a permanent member of the United Nations Security Council; member of the G7, G20, and OECD; has a ""Special Relationship"" with the United Kingdom and strong ties with India, Canada, Australia, New Zealand etc.
Topic: United States (Foreign relations.)

Question 10: Where is the latter mentioned country?
Answer 10: It is an island country in the southwestern Pacific Ocean.
Topic: New Zealand (Introduction)

"
3R5OYNIC2CFFG24L2TJPZGOJ7V3TPN_3QI9WAYOGQH6RW91YXFQJB1GA7ZS6R,9,"Question 1: who was the first scottish king of england
Answer 1: James Charles Stuart.
Topic: James VI and I (Introduction)

Question 2: When did he become the king?
Answer 2: He was King of Scotland as James VI from 24 July 1567 and King of England and Ireland as James I from 24 March 1603.
Topic: James VI and I (Introduction)

Question 3: Who was he married to?
Answer 3: Anne of Denmark.
Topic: James VI and I (Marriage.)

Question 4: What is gunpowder plot?
Answer 4: Guy Fawkes plan to blow up the Parliament House with gunpowder with the King and everyone in it but the plan was unsuccessful.
Topic: James VI and I (Gunpowder Plot.)

Question 5: From the above mentioned countries, with whom the second country share its borders?
Answer 5: Wales and Scotland.
Topic: England (Introduction)

"
3UUSLRKAUL9JT74OKHPTUQFC5T9D7A_30ZKOOGW2WC7KEMABRHI3FGTH4C1AZ,21,"Question 1: o captain my captain what is it about
Answer 1: About the death of U.S. President Abraham Lincoln.
Topic: O Captain! My Captain! (Introduction)

Question 2: What is it poem or story?
Answer 2: Poem
Topic: O Captain! My Captain! (Introduction)

Question 3: Who wrote this poem?
Answer 3: Walt Whitman
Topic: O Captain! My Captain! (Introduction)

Question 4: When was the poem published?
Answer 4: November 4, 1865
Topic: O Captain! My Captain! (Publication history.)

Question 5: Who is the person whose death is mentioned in the poem?
Answer 5: Sixteenth president of the United States
Topic: Abraham Lincoln (Introduction)

Question 6: How long he served U.S as a president?
Answer 6: From 1861 to 1865
Topic: Abraham Lincoln (Introduction)

Question 7: What is his political stance?
Answer 7: On foreign and military policy, Lincoln spoke against the Mexican–American War. He supported proposal to ban slavery in any US territory won from Mexico
Topic: Abraham Lincoln (Political views.)

Question 8: How did he die?
Answer 8: He was assassinated
Topic: Abraham Lincoln (Assassination.)

Question 9: Where was this assassination took place?
Answer 9: Ford's Theatre
Topic: Abraham Lincoln (Assassination.)

Question 10: What was done to remember and to tribute him?
Answer 10: Lincoln's portrait appears on two denominations of United States currency, the penny and the $5 bill. His likeness also appears on many postage stamps.
Topic: Abraham Lincoln (Memory and memorials.)

Question 11: Where is the above mentioned poet from?
Answer 11: Huntington on Long Island, USA
Topic: Walt Whitman (Introduction)

"
38B7Q9C28GBOMHD2PRFZ2GWQJ3O96G_34R0BODSP159Y945SJLG2OJ1E5T5E6,13,"Question 1: what does unesco do for world heritage sites
Answer 1: They are designated by UNESCO for having cultural, historical, scientific or other form of significance.
Topic: World Heritage Site (Introduction)

Question 2: What is this area?
Answer 2: It is an area with legal protection by an international convention administered by the United Nations Educational, Scientific and Cultural Organization 
Topic: World Heritage Site (Introduction)

Question 3: Who launched it?
Answer 3: Director-General of UNESCO
Topic: World Heritage Site (Origin.)

Question 4: Where was it launched?
Answer 4: In 1960, the Director-General of UNESCO launched the International Campaign to Save the Monuments of Nubia.
Topic: World Heritage Site (Origin.)

Question 5: Who all are part of it?
Answer 5: UNANSWERABLE
Topic: 

Question 6: The place it launched , where is it?
Answer 6: It is a region along the Nile river.
Topic: Nubia (Introduction)

Question 7: Where is this river?
Answer 7: It is a major north-flowing river in northeastern Africa.
Topic: Nile (Introduction)

"
363A7XIFV4SN6Q28I517A3N95WTVA3_341YLJU21I5TFHN46J99PWEHL662I7,7,"Question 1: who wrote the song if i were a boy
Answer 1: BC Jean and Toby Gad
Topic: If I Were a Boy (Introduction)

Question 2: Where was the former person from?
Answer 2: San Diego, California
Topic: BC Jean (Early life.)

Question 3: What was his response to the aforesaid song?
Answer 3: After her version was rejected by her record company, she was upset that Beyoncé recorded and released the ballad.
Topic: If I Were a Boy (Jean's response.)

Question 4: How did the latter person start his career?
Answer 4: Through a collaboration with Frank Farian, on Milli Vanilli's debut album.
Topic: Toby Gad (Early career successes.)

"
35F6NGNVM8PQAW0L67P8ZUXY8LB7TD_32XN26MTXZPO98SWCZ28YODU6UJ0L3,17,"Question 1: on what basis did alan bakke challenge affirmative action in 1978
Answer 1: After twice being rejected by the University of California, Davis, he brought suit in state court challenging the constitutionality of the school's affirmative action program.
Topic: Regents of the Univ. of Cal. v. Bakke (Introduction)

Question 2: What is Regents of the Univ. of Cal. v. Bakke?
Answer 2: was a landmark decision by the Supreme Court of the United States. It upheld affirmative action, allowing race to be one of several factors in college admission policy.
Topic: Regents of the Univ. of Cal. v. Bakke (Introduction)

Question 3: Who filed the law suit against the university?
Answer 3: Allan P. Bakke
Topic: Regents of the Univ. of Cal. v. Bakke (Introduction)

Question 4: Who was he?
Answer 4:  He is a white male who applied to twelve medical schools in 1973.
Topic: Regents of the Univ. of Cal. v. Bakke (Allan Bakke.)

Question 5: Why did he file the law suit?
Answer 5: He was in his early 30s while applying, and therefore considered too old by at least two institutions. After being rejected twice by the University of California, he filed the law suit.
Topic: Regents of the Univ. of Cal. v. Bakke (Introduction)

Question 6: What was the opinion of the lower courts?
Answer 6: The court barred the university from using race in the admissions process and ordered it to provide evidence that Bakke would not have been admitted under a race-neutral program.
Topic: Regents of the Univ. of Cal. v. Bakke (Lower court history.)

Question 7: What was the reaction of the people?
Answer 7: Newspapers stressed different aspects of ""Bakke"", often reflecting their political ideology. The conservative ""Chicago Sun-Times"" bannered Bakke's admission in its headline, while noting that the court had permitted affirmative action under some circumstances.
Topic: Regents of the Univ. of Cal. v. Bakke (Reaction.)

Question 8: Where is the aforementioned university located?
Answer 8: Davis, California.
Topic: University of California, Davis (Introduction)

Question 9: What sports are played here?
Answer 9: Super Bowl is the most participated sport at California.
Topic: California (Sports.)

"
3WGZLY9VCHSNTL97UMHZ8QB7F07D8Y_3BFNCI9LYKWLBF2RRSJHHHT0D3C373,21,"Question 1: who wrote the song pain in my heart
Answer 1: Otis Redding
Topic: Pain in My Heart (Introduction)

Question 2: What was the record label?
Answer 2: Volt Records
Topic: Pain in My Heart (Introduction)

Question 3: When was the  song released?
Answer 3: 1962–1963
Topic: Pain in My Heart (Recording and release.)

Question 4: Mention a few critical responses on the song?
Answer 4: It  received positive critical reception.
Topic: Pain in My Heart (Reception.)

Question 5: When did the above mentioned songwriter born?
Answer 5: September 9, 1941
Topic: Otis Redding (Introduction)

Question 6: Any other songs written by him?
Answer 6: (Sittin' On) The Dock of the Bay
Topic: Otis Redding (Songwriting.)

Question 7: What are some of the awards conferred to him?
Answer 7: He posthumously won two Grammy Awards and Grammy Lifetime Achievement Award
Topic: Otis Redding (Awards and honors.)

Question 8: What was the reason behind his death?
Answer 8: Due to a plane crashed into Lake Monona.
Topic: Otis Redding (Death.)

Question 9: Where is this lake located?
Answer 9: Dane County, Wisconsin
Topic: Lake Monona (Introduction)

Question 10: Which marine species are found there?
Answer 10: Bluegill, lake sturgeon, largemouth bass, smallmouth bass, muskellunge (muskie), northern pike, and walleye.
Topic: Lake Monona (Description.)

Question 11: What are the physical characteristics of the first one?
Answer 11: Their color can vary from population to population, they typically have a very distinctive coloring, with deep blue and purple on the face and gill cover, dark olive-colored bands down the side, and a fiery orange to yellow belly.
Topic: Bluegill (Introduction)

"
3TFJJUELSHV22E14E9DNETGM8772C2_3RKHNXPHGW2T5OMUP64R8VOMW7ZUKP,17,"Question 1: how many times have arsenal won the double
Answer 1: Three
Topic: Arsenal F.C. (Introduction)

Question 2: What sports is this club associated with?
Answer 2: English football 
Topic: Arsenal F.C. (Introduction)

Question 3: When was this club established?
Answer 3: October 1886
Topic: Arsenal F.C. (1886–1919: Changing names.)

Question 4: Do they have a women's team as well?
Answer 4: Yes, Arsenal Ladies F.C.
Topic: Arsenal F.C. (Arsenal Women.)

Question 5: Does the original club find any reference in the pop culture?
Answer 5: Yes, Arsenal have often featured when football is depicted in the arts in Britain, they  formed the backdrop to one of the earliest football-related novels, ""The Arsenal Stadium Mystery"" , films were made in reference to the team
Topic: Arsenal F.C. (In popular culture.)

Question 6: What is this novel about?
Answer 6: UNANSWERABLE
Topic: 

Question 7: By whom was it written?
Answer 7: Leonard Gribble
Topic: The Arsenal Stadium Mystery (novel) (Introduction)

Question 8: Where is this person from?
Answer 8: Devon
Topic: Leonard Gribble (Introduction)

Question 9: What games are popular in this place?
Answer 9: Devon wrestling,  football, rugby
Topic: Devon (Sport.)

"
3MJ9GGZYP8J1X8K4P8O9SWDJP122AS_3HEADTGN3U52TG4NFTU6PRZ4M3JRVX,3,"Question 1:  Who is Brian Tierney?
Answer 1: An American advertising and public relations executive and former publisher of 'The Philadelphia Inquirer'.
Topic: Brian Tierney (Introduction)

Question 2: What is the history behind the latter mentioned?
Answer 2: Founded on June 1, 1829 ; the 'Philadelphia Inquirer' was founded as 'The Pennsylvania Inquirer' by printer John R. Walker and John Norvell
Topic: The Philadelphia Inquirer (History.)

"
341H3G5YF0K8EX90R0TH63OSLYW0ZH_3GMLHYZ0LE3OPTBBTL5IH33XVTVYUQ,17,"Question 1: where does publishers clearing house get their money from
Answer 1: By selling merchandise, magazine subscriptions and operating several prize-based websites.
Topic: Publishers Clearing House (Products.)

Question 2: What are these organizations ? 
Answer 2: It is a direct marketing company that markets merchandise and magazine subscriptions with sweepstakes and prize-based games.
Topic: Publishers Clearing House (Introduction)

Question 3: Are they governed by any regulations ?
Answer 3: Yes, by deceptive Mail Prevention and Enforcement Act of 2000, which regulates direct mail businesses.
Topic: Publishers Clearing House (Government regulation.)

Question 4: Name some of their products ?
Answer 4: The company has been selling books, media, jewelry and other consumer items since the 1980s.
Topic: Publishers Clearing House (Products.)

Question 5: Is is involved in online development ?
Answer 5: Yes,it ran contests on Twitter, Facebook, and Myspace.
Topic: Publishers Clearing House (Online development.)

Question 6: When was it founded ?
Answer 6: 1953
Topic: Publishers Clearing House (Introduction)

Question 7: Who founded it 
Answer 7:  Harold Mertz
Topic: Publishers Clearing House (Introduction)

Question 8: Where is this company located ?
Answer 8:  Port Washington, New York.
Topic: Publishers Clearing House (Early history.)

Question 9: Any parks located here ?
Answer 9: Yes, like Manorhaven Beach Park.
Topic: Port Washington, New York (Parks.)

"
